"","Common_Nam","Life_Stage","Stream Nam","M","Y","Data_Sourc","Full_citat","Latitude","Longitude","Lake","glacier","slope","S1e","S30e","S32e","OBSPRED_ID","FTYPE","WATERBODY","TAILWATER","ELEV","CANOPY","PRECIP","BFI","S1_93_11","S30_2040D","S32_2080D","GNIS_NAME"
"113","Rocky Mountain Tailed Frog","Mixed","NA",6,2013,"IDFG 2022",NA,47.794511,-116.194771,0,-9999,0.08879,0,0,0,130959,"StreamRiver",0,0,1143.71,56.69,1279.186,65,9.27,10.46,11.32,NA
"114","Rocky Mountain Tailed Frog","Egg","NA",8,2013,"IDFG 2022",NA,48.274026,-116.271832,0,-9999,0.18866,0,0,0,140312,"StreamRiver",0,0,1037.31,81.02,1504.37,69,9.39,10.59,11.46,"Strong Creek"
"115","Rocky Mountain Tailed Frog","Mixed","NA",6,2013,"IDFG 2022",NA,48.067279,-116.273163,0,-9999,0.07615,0,0,0,136721,"StreamRiver",0,0,1119.27,90.81,1228.852,66,8.34,9.5,10.33,"Johnson Creek"
"116","Rocky Mountain Tailed Frog","Larva","NA",8,2013,"IDFG 2022",NA,47.910784,-116.456791,0,-9999,0.13067,0,0,0,133500,"StreamRiver",0,0,929.49,70.55,1251.077,68,9.61,10.81,11.69,NA
"117","Rocky Mountain Tailed Frog","Mixed","NA",7,2013,"IDFG 2022",NA,47.113583,-116.294436,0,-9999,0.14883,0,0,0,116128,"StreamRiver",0,0,1173.13,73.8,1203.463,59,10.5,11.74,12.64,NA
"118","Rocky Mountain Tailed Frog","Mixed","NA",8,2013,"IDFG 2022",NA,47.397837,-116.306141,0,-9999,0.09377,0,0,0,122781,"StreamRiver",0,0,1131.79,68.11,1138.562,63,10.51,11.75,12.65,"Middle Fork Pine Creek"
"119","Rocky Mountain Tailed Frog","Larva","NA",8,2013,"IDFG 2022",NA,47.085687,-116.230816,0,-9999,0.07935,0,0,0,116010,"StreamRiver",0,0,1107.84,51.65,1236.809,59,11.11,12.37,13.29,NA
"120","Rocky Mountain Tailed Frog","Larva","NA",8,2013,"IDFG 2022",NA,47.085687,-116.230816,0,-9999,0.07935,0,0,0,116010,"StreamRiver",0,0,1107.84,51.65,1236.809,59,11.11,12.37,13.29,NA
"121","Rocky Mountain Tailed Frog","Larva","NA",8,2013,"IDFG 2022",NA,47.702927,-115.973064,0,-9999,0.00014,0,0,0,128984,"StreamRiver",0,0,756.74,43.65,964.137,64,17.05,18.56,19.64,"North Fork Coeur d'Alene River"
"122","Rocky Mountain Tailed Frog","Larva","NA",8,2013,"IDFG 2022",NA,47.33374,-116.003456,0,-9999,0.06501,0,0,0,121537,"StreamRiver",0,0,1124.06,61.84,1355.051,66,10.95,12.21,13.12,"Black Prince Creek"
"123","Rocky Mountain Tailed Frog","Egg","NA",7,2013,"IDFG 2022",NA,47.003968,-115.359871,0,-9999,0.0096,0,0,0,113183,"StreamRiver",0,0,1179.35,70.17,1240.52,71,12.18,13.48,14.43,"Saint Joe River"
"124","Rocky Mountain Tailed Frog","Larva","NA",7,2013,"IDFG 2022",NA,47.003968,-115.359871,0,-9999,0.0096,0,0,0,113183,"StreamRiver",0,0,1179.35,70.17,1240.52,71,12.18,13.48,14.43,"Saint Joe River"
"125","Rocky Mountain Tailed Frog","Egg","NA",7,2013,"IDFG 2022",NA,47.059697,-115.352526,0,-9999,0.00726,0,0,0,114529,"StreamRiver",0,0,1131.34,39.2,1218.509,71,13.1,14.44,15.42,"Saint Joe River"
"126","Rocky Mountain Tailed Frog","Egg","NA",7,2013,"IDFG 2022",NA,47.087309,-115.358258,0,-9999,0.00427,0,0,0,115170,"StreamRiver",0,0,1101.72,90.75,1154.123,70,12.7,14.03,14.99,"Saint Joe River"
"127","Rocky Mountain Tailed Frog","Larva","NA",8,2013,"IDFG 2022",NA,47.180373,-115.549631,0,-9999,0.12851,0,0,0,117306,"StreamRiver",0,0,1295.32,72.85,1190.411,68,9.3,10.49,11.35,"Fuzzy Creek"
"128","Rocky Mountain Tailed Frog","Mixed","NA",8,2013,"IDFG 2022",NA,47.168785,-115.564548,0,-9999,0.12851,0,0,0,117305,"StreamRiver",0,0,1409.61,89.43,1190.411,68,8.6,9.76,10.61,"Fuzzy Creek"
"129","Rocky Mountain Tailed Frog","Mixed","NA",7,2013,"IDFG 2022",NA,47.023582,-115.733337,0,-9999,0.09713,0,0,0,116151,"StreamRiver",0,0,1402.88,75.05,1167.428,67,9.8,11.31,12.39,"Brush Creek"
"130","Rocky Mountain Tailed Frog","Larva","NA",8,2013,"IDFG 2022",NA,47.173582,-115.940393,0,-9999,0.0869,0,0,0,116998,"StreamRiver",0,0,1249.82,87.07,1446.035,67,9.92,11.13,12.02,"Boulder Creek"
"131","Rocky Mountain Tailed Frog","Larva","NA",8,2013,"IDFG 2022",NA,47.173582,-115.940393,0,-9999,0.0869,0,0,0,116998,"StreamRiver",0,0,1249.82,87.07,1446.035,67,9.92,11.13,12.02,"Boulder Creek"
"132","Rocky Mountain Tailed Frog","Mixed","NA",8,2013,"IDFG 2022",NA,47.165037,-115.880579,0,-9999,0.04311,0,0,0,117223,"StreamRiver",0,0,1038.93,24.6,1143.337,67,12.37,13.68,14.64,"Lick Creek"
"133","Rocky Mountain Tailed Frog","Larva","NA",8,2013,"IDFG 2022",NA,47.165037,-115.880579,0,-9999,0.04311,0,0,0,117223,"StreamRiver",0,0,1038.93,24.6,1143.337,67,12.37,13.68,14.64,"Lick Creek"
"134","Rocky Mountain Tailed Frog","Larva","NA",7,2013,"IDFG 2022",NA,47.068186,-115.419324,0,-9999,0.01489,0,0,0,114729,"StreamRiver",0,0,1184.33,72.36,1160.972,70,12.04,13.34,14.28,"Beaver Creek"
"135","Rocky Mountain Tailed Frog","Egg","NA",7,2013,"IDFG 2022",NA,47.094602,-115.798412,0,-9999,0.09506,0,0,0,116357,"StreamRiver",0,0,1207.24,54.29,1156.821,67,10.6,12.13,13.24,"Jungle Creek"
"136","Rocky Mountain Tailed Frog","Mixed","NA",8,2013,"IDFG 2022",NA,47.702927,-115.973064,0,-9999,0.00014,0,0,0,128984,"StreamRiver",0,0,756.74,43.65,964.137,64,17.05,18.56,19.64,"North Fork Coeur d'Alene River"
"137","Rocky Mountain Tailed Frog","Egg","NA",7,2013,"IDFG 2022",NA,47.023582,-115.733337,0,-9999,0.09713,0,0,0,116151,"StreamRiver",0,0,1402.88,75.05,1167.428,67,9.8,11.31,12.39,"Brush Creek"
"138","Rocky Mountain Tailed Frog","Larva","NA",7,2013,"IDFG 2022",NA,47.023582,-115.733337,0,-9999,0.09713,0,0,0,116151,"StreamRiver",0,0,1402.88,75.05,1167.428,67,9.8,11.31,12.39,"Brush Creek"
"139","Rocky Mountain Tailed Frog","Larva","NA",8,2013,"IDFG 2022",NA,47.150624,-115.739742,0,-9999,0.07547,0,0,0,116239,"StreamRiver",0,0,1230.58,71.1,1158.133,67,10.24,11.47,12.36,"Hilo Creek"
"140","Rocky Mountain Tailed Frog","Mixed","NA",8,2013,"IDFG 2022",NA,47.150722,-115.656493,0,-9999,0.1184,0,0,0,117014,"StreamRiver",0,0,1381.6,73.63,1288.949,67,9.08,10.26,11.12,NA
"141","Rocky Mountain Tailed Frog","Mixed","NA",7,2013,"IDFG 2022",NA,47.041034,-115.570176,0,-9999,0.21204,0,0,0,116198,"StreamRiver",0,0,1285.68,67.41,1105.618,68,9.68,11.18,12.26,NA
"142","Rocky Mountain Tailed Frog","Mixed","NA",8,2013,"IDFG 2022",NA,47.065974,-115.560417,0,-9999,0.11943,0,0,0,116251,"StreamRiver",0,0,1282.1,49.69,1060.436,68,10.36,11.89,12.99,"Bathtub Creek"
"143","Rocky Mountain Tailed Frog","Mixed","NA",8,2013,"IDFG 2022",NA,47.315231,-115.88538,0,-9999,0.12766,0,0,0,120859,"StreamRiver",0,0,1158.33,43.95,1242.975,67,10.79,12.04,12.95,"Lumberjack Creek"
"144","Rocky Mountain Tailed Frog","Egg","NA",8,2013,"IDFG 2022",NA,48.274026,-116.271832,0,-9999,0.18866,0,0,0,140312,"StreamRiver",0,0,1037.31,81.02,1504.37,69,9.39,10.59,11.46,"Strong Creek"
"145","Rocky Mountain Tailed Frog","Mixed","NA",6,2013,"IDFG 2022",NA,47.684135,-116.09832,0,-9999,0.11068,0,0,0,128840,"StreamRiver",0,0,875.3,44.06,1117.992,65,10.75,12,12.9,"Grizzly Creek"
"146","Rocky Mountain Tailed Frog","Larva","NA",6,2013,"IDFG 2022",NA,47.684135,-116.09832,0,-9999,0.11068,0,0,0,128840,"StreamRiver",0,0,875.3,44.06,1117.992,65,10.75,12,12.9,"Grizzly Creek"
"147","Rocky Mountain Tailed Frog","Mixed","NA",7,2013,"IDFG 2022",NA,47.203845,-115.965895,0,-9999,0.03169,0,0,0,118185,"StreamRiver",0,0,978.07,61.98,1229.93,67,12.08,13.38,14.33,"Boulder Creek"
"148","Rocky Mountain Tailed Frog","Mixed","NA",7,2013,"IDFG 2022",NA,47.203845,-115.965895,0,-9999,0.03169,0,0,0,118185,"StreamRiver",0,0,978.07,61.98,1229.93,67,12.08,13.38,14.33,"Boulder Creek"
"149","Rocky Mountain Tailed Frog","Larva","NA",8,2013,"IDFG 2022",NA,47.33374,-116.003456,0,-9999,0.06501,0,0,0,121537,"StreamRiver",0,0,1124.06,61.84,1355.051,66,10.95,12.21,13.12,"Black Prince Creek"
"150","Rocky Mountain Tailed Frog","Larva","NA",7,2013,"IDFG 2022",NA,47.110279,-116.068294,0,-9999,0.02769,0,0,0,115930,"StreamRiver",0,0,1049.3,59.89,1197.97,62,11.88,13.17,14.11,"Marble Creek"
"151","Rocky Mountain Tailed Frog","Mixed","NA",8,2013,"IDFG 2022",NA,47.702927,-115.973064,0,-9999,0.00014,0,0,0,128984,"StreamRiver",0,0,756.74,43.65,964.137,64,17.05,18.56,19.64,"North Fork Coeur d'Alene River"
"152","Rocky Mountain Tailed Frog","Larva","NA",8,2013,"IDFG 2022",NA,47.702927,-115.973064,0,-9999,0.00014,0,0,0,128984,"StreamRiver",0,0,756.74,43.65,964.137,64,17.05,18.56,19.64,"North Fork Coeur d'Alene River"
"153","Rocky Mountain Tailed Frog","Larva","NA",8,2013,"IDFG 2022",NA,47.173582,-115.940393,0,-9999,0.0869,0,0,0,116998,"StreamRiver",0,0,1249.82,87.07,1446.035,67,9.92,11.13,12.02,"Boulder Creek"
"154","Rocky Mountain Tailed Frog","Larva","NA",8,2013,"IDFG 2022",NA,47.173582,-115.940393,0,-9999,0.0869,0,0,0,116998,"StreamRiver",0,0,1249.82,87.07,1446.035,67,9.92,11.13,12.02,"Boulder Creek"
"155","Rocky Mountain Tailed Frog","Mixed","NA",8,2013,"IDFG 2022",NA,47.165037,-115.880579,0,-9999,0.04311,0,0,0,117223,"StreamRiver",0,0,1038.93,24.6,1143.337,67,12.37,13.68,14.64,"Lick Creek"
"156","Rocky Mountain Tailed Frog","Larva","NA",8,2013,"IDFG 2022",NA,47.414023,-116.107425,0,-9999,0.10757,0,0,0,123313,"StreamRiver",0,0,1161.71,19.19,1350.5,66,11.15,12.42,13.34,"Middle Fork Big Creek"
"157","Rocky Mountain Tailed Frog","Larva","NA",6,2013,"IDFG 2022",NA,47.932866,-116.217293,0,-9999,0.02501,0,0,0,134320,"StreamRiver",0,0,998.11,58.73,1192.974,66,10.34,11.58,12.47,NA
"158","Rocky Mountain Tailed Frog","Larva","NA",6,2013,"IDFG 2022",NA,47.932866,-116.217293,0,-9999,0.02501,0,0,0,134320,"StreamRiver",0,0,998.11,58.73,1192.974,66,10.34,11.58,12.47,NA
"159","Rocky Mountain Tailed Frog","Egg","NA",8,2013,"IDFG 2022",NA,48.582119,-116.238521,0,-9999,0.07486,0,0,0,146821,"StreamRiver",0,0,1241.97,84.67,895.7226,66,11.43,12.71,13.63,NA
"160","Rocky Mountain Tailed Frog","Larva","NA",8,2013,"IDFG 2022",NA,47.414023,-116.107425,0,-9999,0.10757,0,0,0,123313,"StreamRiver",0,0,1161.71,19.19,1350.5,66,11.15,12.42,13.34,"Middle Fork Big Creek"
"161","Rocky Mountain Tailed Frog","Larva","NA",6,2013,"IDFG 2022",NA,47.797018,-116.11233,0,-9999,0.02788,0,0,0,130940,"StreamRiver",0,0,908.09,39.75,1066.369,65,11.35,12.63,13.55,"Flat Creek"
"162","Rocky Mountain Tailed Frog","Larva","NA",6,2013,"IDFG 2022",NA,47.797018,-116.11233,0,-9999,0.02788,0,0,0,130940,"StreamRiver",0,0,908.09,39.75,1066.369,65,11.35,12.63,13.55,"Flat Creek"
"163","Rocky Mountain Tailed Frog","Egg","NA",7,2013,"IDFG 2022",NA,47.110279,-116.068294,0,-9999,0.02769,0,0,0,115930,"StreamRiver",0,0,1049.3,59.89,1197.97,62,11.88,13.17,14.11,"Marble Creek"
"164","Rocky Mountain Tailed Frog","Egg","NA",8,2013,"IDFG 2022",NA,48.557469,-116.229096,0,-9999,0.01489,0,0,0,145780,"StreamRiver",0,0,1190.25,63.32,994.3436,66,12.98,14.32,15.29,NA
"165","Rocky Mountain Tailed Frog","Egg","NA",7,2013,"IDFG 2022",NA,47.087309,-115.358258,0,-9999,0.00427,0,0,0,115170,"StreamRiver",0,0,1101.72,90.75,1154.123,70,12.7,14.03,14.99,"Saint Joe River"
"166","Rocky Mountain Tailed Frog","Larva","NA",7,2013,"IDFG 2022",NA,47.068186,-115.419324,0,-9999,0.01489,0,0,0,114729,"StreamRiver",0,0,1184.33,72.36,1160.972,70,12.04,13.34,14.28,"Beaver Creek"
"167","Rocky Mountain Tailed Frog","Larva","NA",7,2013,"IDFG 2022",NA,47.068186,-115.419324,0,-9999,0.01489,0,0,0,114729,"StreamRiver",0,0,1184.33,72.36,1160.972,70,12.04,13.34,14.28,"Beaver Creek"
"168","Rocky Mountain Tailed Frog","Egg","NA",7,2013,"IDFG 2022",NA,47.003968,-115.359871,0,-9999,0.0096,0,0,0,113183,"StreamRiver",0,0,1179.35,70.17,1240.52,71,12.18,13.48,14.43,"Saint Joe River"
"169","Rocky Mountain Tailed Frog","Mixed","NA",8,2013,"IDFG 2022",NA,47.168785,-115.564548,0,-9999,0.12851,0,0,0,117305,"StreamRiver",0,0,1409.61,89.43,1190.411,68,8.6,9.76,10.61,"Fuzzy Creek"
"170","Rocky Mountain Tailed Frog","Egg","NA",7,2013,"IDFG 2022",NA,47.059697,-115.352526,0,-9999,0.00726,0,0,0,114529,"StreamRiver",0,0,1131.34,39.2,1218.509,71,13.1,14.44,15.42,"Saint Joe River"
"171","Rocky Mountain Tailed Frog","Mixed","NA",8,2013,"IDFG 2022",NA,47.150722,-115.656493,0,-9999,0.1184,0,0,0,117014,"StreamRiver",0,0,1381.6,73.63,1288.949,67,9.08,10.26,11.12,NA
"172","Rocky Mountain Tailed Frog","Mixed","NA",6,2013,"IDFG 2022",NA,48.067279,-116.273163,0,-9999,0.07615,0,0,0,136721,"StreamRiver",0,0,1119.27,90.81,1228.852,66,8.34,9.5,10.33,"Johnson Creek"
"173","Rocky Mountain Tailed Frog","Egg","NA",7,2013,"IDFG 2022",NA,47.094602,-115.798412,0,-9999,0.09506,0,0,0,116357,"StreamRiver",0,0,1207.24,54.29,1156.821,67,10.6,12.13,13.24,"Jungle Creek"
"174","Rocky Mountain Tailed Frog","Mixed","NA",7,2013,"IDFG 2022",NA,47.023582,-115.733337,0,-9999,0.09713,0,0,0,116151,"StreamRiver",0,0,1402.88,75.05,1167.428,67,9.8,11.31,12.39,"Brush Creek"
"175","Rocky Mountain Tailed Frog","Mixed","NA",7,2013,"IDFG 2022",NA,47.023582,-115.733337,0,-9999,0.09713,0,0,0,116151,"StreamRiver",0,0,1402.88,75.05,1167.428,67,9.8,11.31,12.39,"Brush Creek"
"176","Rocky Mountain Tailed Frog","Larva","NA",8,2013,"IDFG 2022",NA,47.180373,-115.549631,0,-9999,0.12851,0,0,0,117306,"StreamRiver",0,0,1295.32,72.85,1190.411,68,9.3,10.49,11.35,"Fuzzy Creek"
"177","Rocky Mountain Tailed Frog","Larva","NA",8,2013,"IDFG 2022",NA,47.180373,-115.549631,0,-9999,0.12851,0,0,0,117306,"StreamRiver",0,0,1295.32,72.85,1190.411,68,9.3,10.49,11.35,"Fuzzy Creek"
"178","Rocky Mountain Tailed Frog","Mixed","NA",8,2013,"IDFG 2022",NA,47.150722,-115.656493,0,-9999,0.1184,0,0,0,117014,"StreamRiver",0,0,1381.6,73.63,1288.949,67,9.08,10.26,11.12,NA
"179","Rocky Mountain Tailed Frog","Mixed","NA",7,2013,"IDFG 2022",NA,47.041034,-115.570176,0,-9999,0.21204,0,0,0,116198,"StreamRiver",0,0,1285.68,67.41,1105.618,68,9.68,11.18,12.26,NA
"180","Rocky Mountain Tailed Frog","Mixed","NA",8,2013,"IDFG 2022",NA,47.065974,-115.560417,0,-9999,0.11943,0,0,0,116251,"StreamRiver",0,0,1282.1,49.69,1060.436,68,10.36,11.89,12.99,"Bathtub Creek"
"181","Rocky Mountain Tailed Frog","Mixed","NA",8,2013,"IDFG 2022",NA,47.315231,-115.88538,0,-9999,0.12766,0,0,0,120859,"StreamRiver",0,0,1158.33,43.95,1242.975,67,10.79,12.04,12.95,"Lumberjack Creek"
"182","Rocky Mountain Tailed Frog","Larva","NA",8,2013,"IDFG 2022",NA,47.150624,-115.739742,0,-9999,0.07547,0,0,0,116239,"StreamRiver",0,0,1230.58,71.1,1158.133,67,10.24,11.47,12.36,"Hilo Creek"
"183","Rocky Mountain Tailed Frog","Mixed","NA",6,2013,"IDFG 2022",NA,47.794511,-116.194771,0,-9999,0.08879,0,0,0,130959,"StreamRiver",0,0,1143.71,56.69,1279.186,65,9.27,10.46,11.32,NA
"184","Rocky Mountain Tailed Frog","Mixed","NA",7,2013,"IDFG 2022",NA,47.113583,-116.294436,0,-9999,0.14883,0,0,0,116128,"StreamRiver",0,0,1173.13,73.8,1203.463,59,10.5,11.74,12.64,NA
"185","Rocky Mountain Tailed Frog","Mixed","NA",8,2013,"IDFG 2022",NA,47.397837,-116.306141,0,-9999,0.09377,0,0,0,122781,"StreamRiver",0,0,1131.79,68.11,1138.562,63,10.51,11.75,12.65,"Middle Fork Pine Creek"
"186","Rocky Mountain Tailed Frog","Mixed","NA",8,2013,"IDFG 2022",NA,47.397837,-116.306141,0,-9999,0.09377,0,0,0,122781,"StreamRiver",0,0,1131.79,68.11,1138.562,63,10.51,11.75,12.65,"Middle Fork Pine Creek"
"187","Rocky Mountain Tailed Frog","Larva","NA",8,2013,"IDFG 2022",NA,47.085687,-116.230816,0,-9999,0.07935,0,0,0,116010,"StreamRiver",0,0,1107.84,51.65,1236.809,59,11.11,12.37,13.29,NA
"188","Rocky Mountain Tailed Frog","Larva","NA",8,2013,"IDFG 2022",NA,47.085687,-116.230816,0,-9999,0.07935,0,0,0,116010,"StreamRiver",0,0,1107.84,51.65,1236.809,59,11.11,12.37,13.29,NA
"189","Rocky Mountain Tailed Frog","Larva","NA",8,2013,"IDFG 2022",NA,47.910784,-116.456791,0,-9999,0.13067,0,0,0,133500,"StreamRiver",0,0,929.49,70.55,1251.077,68,9.61,10.81,11.69,NA
"190","Rocky Mountain Tailed Frog","Unknown","NA",7,2003,"IDFG 2022",NA,47.022313,-116.503947,0,0,0.05353,0,0,0,116022,"StreamRiver",0,0,1123.47,68.97,1210.611,52,11.31,12.68,13.59,"North Fork Palouse River"
"191","Rocky Mountain Tailed Frog","Unknown","NA",7,2003,"IDFG 2022",NA,47.119276,-116.524692,0,-9999,0.05156,0,0,0,116337,"StreamRiver",0,0,1025.31,92.72,986.7065,53,12.29,13.6,14.55,"Peterson Creek"
"192","Rocky Mountain Tailed Frog","Unknown","NA",7,2008,"IDFG 2022",NA,45.045695,-115.65837,0,-9999,0.00751,0,0,0,112247,"StreamRiver",0,0,1067.77,45.04,649.8702,69,15.58,16.98,17.89,"South Fork Salmon River"
"193","Rocky Mountain Tailed Frog","Unknown","NA",7,2009,"IDFG 2022",NA,45.348226,-114.275784,0,-9999,0.04458,0,0,0,116271,"StreamRiver",0,0,1224.73,58.05,562.51,75,11.7,12.99,13.83,"Pine Creek"
"194","Rocky Mountain Tailed Frog","Unknown","NA",7,2018,"IDFG 2022",NA,44.544984,-115.230818,0,-9999,0.12683,0,0,0,105298,"StreamRiver",0,0,2413.62,8.9,1252.18,75,7.84,9.03,9.81,"Muskeg Creek"
"195","Rocky Mountain Tailed Frog","Unknown","NA",7,2018,"IDFG 2022",NA,44.439642,-115.384867,0,-9999,0.0664,0,0,0,104189,"StreamRiver",0,0,2081.18,8.37,1029.546,74,10.14,11.4,12.21,"Tennessee Creek"
"196","Rocky Mountain Tailed Frog","Unknown","NA",8,2018,"IDFG 2022",NA,44.444045,-115.292312,0,-9999,0.09052,0,0,0,104225,"StreamRiver",0,0,1973.55,22.96,900.2793,75,10.42,11.68,12.5,NA
"197","Rocky Mountain Tailed Frog","Unknown","NA",8,2018,"IDFG 2022",NA,44.52867,-115.338435,0,-9999,0.20747,0,0,0,105175,"StreamRiver",0,0,1803.21,78.6,709.95,74,10.4,11.66,12.48,NA
"198","Rocky Mountain Tailed Frog","Unknown","NA",8,2018,"IDFG 2022",NA,44.402072,-115.319343,0,-9999,0.00643,0,0,0,103433,"StreamRiver",0,0,1956.01,32.55,897.4754,74,8.79,10.01,10.79,"Cold Creek"
"199","Rocky Mountain Tailed Frog","Unknown","NA",8,2018,"IDFG 2022",NA,44.308885,-115.47751,0,-9999,0.00191,0,0,0,102788,"StreamRiver",0,0,2012.74,11.71,981.0139,74,12.41,13.73,14.58,"Bear Valley Creek"
"200","Rocky Mountain Tailed Frog","Unknown","NA",8,2018,"IDFG 2022",NA,44.228668,-115.500062,0,-9999,0.10628,0,0,0,148055,"StreamRiver",0,0,2048.83,46.88,1007.068,74,7.87,8.9,9.55,"North Fork Elkhorn Creek"
"201","Rocky Mountain Tailed Frog","Unknown","NA",8,2018,"IDFG 2022",NA,44.551984,-115.270205,0,-9999,0.1878,0,0,0,105346,"StreamRiver",0,0,2262.05,73.91,1105.917,75,8.35,9.56,10.34,NA
"202","Rocky Mountain Tailed Frog","Unknown","NA",6,2018,"IDFG 2022",NA,48.283555,-116.219561,0,-9999,0.12448,0,0,0,140184,"StreamRiver",0,0,1289.64,54.71,1673.182,68,9.79,11.01,11.89,"Wellington Creek"
"203","Rocky Mountain Tailed Frog","Unknown","NA",7,2018,"IDFG 2022",NA,44.578761,-115.232227,0,-9999,0.12173,0,0,0,105546,"StreamRiver",0,0,2024.9,79.36,1023.823,75,9.04,10.26,11.06,"Thicket Creek"
"204","Rocky Mountain Tailed Frog","Unknown","NA",5,2018,"IDFG 2022",NA,47.611975,-116.549925,0,-9999,0.13832,0,0,0,127262,"StreamRiver",0,0,873.27,81.7,969.0295,66,12.09,13.4,14.34,NA
"205","Rocky Mountain Tailed Frog","Unknown","NA",5,2018,"IDFG 2022",NA,47.611975,-116.549925,0,-9999,0.13832,0,0,0,127262,"StreamRiver",0,0,873.27,81.7,969.0295,66,12.09,13.4,14.34,NA
"206","Rocky Mountain Tailed Frog","Unknown","NA",6,2013,"IDFG 2022",NA,47.099703,-116.445856,0,-9999,0.05452,0,0,0,115652,"StreamRiver",0,0,862.69,22.28,964.5647,54,14.07,15.45,16.45,NA
"207","Rocky Mountain Tailed Frog","Unknown","NA",5,2018,"IDFG 2022",NA,47.611975,-116.549925,0,-9999,0.13832,0,0,0,127262,"StreamRiver",0,0,873.27,81.7,969.0295,66,12.09,13.4,14.34,NA
"208","Rocky Mountain Tailed Frog","Unknown","NA",9,2009,"IDFG 2022",NA,44.679362,-115.539915,0,-9999,0.00661,0,0,0,106854,"StreamRiver",0,0,2018.33,41.51,1042.632,71,13.46,14.8,15.67,"Johnson Creek"
"209","Rocky Mountain Tailed Frog","Unknown","NA",9,2018,"IDFG 2022",NA,47.1999,-116.541489,0,-9999,0.00322,0,0,0,118074,"StreamRiver",0,0,774.95,54.34,794.892,57,15.5,16.94,17.98,"Saint Maries River"
"210","Rocky Mountain Tailed Frog","Unknown","NA",10,2018,"IDFG 2022",NA,45.443634,-116.451001,0,-9999,0.30632,0,0,0,117841,"StreamRiver",0,0,1750.5,85.64,903.05,66,6.56,7.72,8.47,"South Fork Race Creek"
"211","Rocky Mountain Tailed Frog","Unknown","NA",7,2013,"IDFG 2022",NA,47.716384,-116.1504,0,-9999,0.11401,0,0,0,129539,"StreamRiver",0,0,913.85,49.21,1175.738,65,10.49,11.73,12.63,"Barrymore Creek"
"212","Rocky Mountain Tailed Frog","Unknown","NA",7,2013,"IDFG 2022",NA,47.758879,-116.115016,0,-9999,0.15849,0,0,0,130066,"StreamRiver",0,0,1125.99,46.51,1209.547,65,8.64,9.81,10.65,NA
"213","Rocky Mountain Tailed Frog","Unknown","NA",5,2019,"IDFG 2022",NA,45.072446,-114.972962,0,-9999,0.33761,0,0,0,112506,"StreamRiver",0,0,1779.95,24.98,750.9842,74,8.21,9.42,10.19,NA
"214","Rocky Mountain Tailed Frog","Unknown","NA",6,2019,"IDFG 2022",NA,44.531228,-116.969741,0,-9999,0.04909,0,0,0,154234,"StreamRiver",0,0,1310.44,69.22,867.2038,62,13.75,14.94,15.68,NA
"215","Rocky Mountain Tailed Frog","Unknown","NA",6,2019,"IDFG 2022",NA,44.507835,-116.931827,0,-9999,0.05537,0,0,0,153348,"StreamRiver",0,0,1303.6,4.79,781.5136,62,13.92,15.1,15.85,NA
"216","Rocky Mountain Tailed Frog","Unknown","NA",7,2019,"IDFG 2022",NA,44.426317,-115.36902,0,-9999,0.06324,0,0,0,104162,"StreamRiver",0,0,1986.15,31.66,862.98,74,10.27,11.53,12.34,NA
"217","Rocky Mountain Tailed Frog","Unknown","NA",7,2019,"IDFG 2022",NA,44.446331,-115.22067,0,-9999,0.01272,0,0,0,104207,"StreamRiver",0,0,1883.83,74.41,1219.48,75,11.52,12.81,13.65,"Marsh Creek"
"218","Rocky Mountain Tailed Frog","Unknown","NA",8,2019,"IDFG 2022",NA,46.024366,-115.202593,0,-9999,0.13534,0,0,0,104028,"StreamRiver",0,0,862.01,72.45,1026.143,69,13.32,14.97,16.15,"Otter Creek"
"219","Rocky Mountain Tailed Frog","Unknown","NA",8,2019,"IDFG 2022",NA,46.517084,-115.029297,0,-9999,0.15066,0,0,0,110866,"StreamRiver",0,0,1377.82,58.15,1518.658,67,9.4,10.88,11.96,"Weir Creek"
"220","Rocky Mountain Tailed Frog","Mature","NA",6,2019,"IDFG 2022",NA,45.557007,-113.892364,0,-9999,0.01927,0,0,0,119090,"StreamRiver",0,0,1447.16,65.63,536.0831,72,10.81,12.08,12.9,"Dahlonega Creek"
"221","Rocky Mountain Tailed Frog","Larva","NA",6,2019,"IDFG 2022",NA,45.532978,-114.05386,0,-9999,0.04423,0,0,0,118760,"StreamRiver",0,0,1419.28,67.86,756.1282,72,10.99,12.27,13.1,"Hughes Creek"
"222","Rocky Mountain Tailed Frog","Mature","NA",7,2019,"IDFG 2022",NA,45.27893,-114.240986,0,-9999,0.0951,0,0,0,115315,"StreamRiver",0,0,1628.11,77.61,591.5173,75,10.41,11.67,12.49,"Beaver Creek"
"223","Rocky Mountain Tailed Frog","Mature","NA",6,2019,"IDFG 2022",NA,45.231886,-114.267414,0,-9999,0.10809,0,0,0,114463,"StreamRiver",0,0,1527.71,58.71,592.6855,75,9.68,10.92,11.73,"Trail Creek"
"224","Rocky Mountain Tailed Frog","Larva","NA",7,2019,"IDFG 2022",NA,45.638271,-113.942488,0,-9999,0.05402,0,0,0,119987,"StreamRiver",0,0,1650.76,58.76,881.07,72,10.54,11.8,12.62,"Pierce Creek"
